utimesec    8256.153224
stimesec    18.113293
ru_maxrss   1520119808
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   627933
ru_majflt   166
ru_nswap    0
ru_inblock  15
ru_oublock  12
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    25
ru_nivcsw   113846
